Operon,Length (nt),ID,Bin #,Posi,Posi_err,Lifetime,Lifetime_err,Chisq
yfjD,1197,1254,1,0.889685,0.110811,0.994051,0.0753966,42.2078
yfjD,1197,1254,2,1.24515,0.122207,0.92536,0.0713287,37.0155
grpE,594,1255,0,1.41941,0.0626108,3.10649,0.0498053,130.991
nadK,879,1256,0,0.0305927,0.173901,1.67592,0.102625,26.3957
nadK,879,1256,1,0.338229,0.225706,1.98269,0.144243,13.4078
smpA,342,1258,0,0.441989,0.0873761,2.52593,0.0614999,57.0978
ratAB,757,1259,0,-0.125266,0.15327,2.92661,0.112136,43.9454
ratAB,757,1259,1,0.625302,0.182797,2.91148,0.134297,15.4794
smpB,483,1260,0,0.210374,0.172588,3.02097,0.124447,14.7481
ssrA,363,1261,0,0.0360181,0.0797623,42.7534,0.637442,2455.99
ygaU,450,1283,0,-1.34029,0.926397,6.63097,1.02891,5.69959
ygaVP,834,1285,0,-0.578251,0.386478,2.19488,0.236269,34.2622
ygaVP,834,1285,1,0.126847,0.537833,4.83832,0.545322,3.51193
stpA,405,1286,0,1.73063,0.166,2.37366,0.10625,55.8838
proVWX,3310,1291,0,-0.135477,0.0716262,1.57179,0.0444567,92.9741
proVWX,3310,1291,1,-0.202326,0.0800085,1.84858,0.0498737,136.746
proVWX,3310,1291,2,0.189536,0.0922861,1.8307,0.0572075,130.243
proVWX,3310,1291,3,-0.00704365,0.0884074,1.9955,0.0580579,131.647
proVWX,3310,1291,4,-0.213183,0.148109,2.22546,0.0971484,68.1301
proVWX,3310,1291,5,-0.031449,0.154873,2.76759,0.113277,62.2215
proVWX,3310,1291,6,0.276713,0.145986,2.6247,0.104948,125.226
proVWX,3310,1291,7,-1.372,0.455249,8.01372,0.616708,97.8443
proVWX,3310,1291,8,1.49523,0.498176,11.5026,1.31815,17.6522
proVWX,3310,1291,9,1.50137,0.319194,6.90025,0.493462,28.2787
proVWX,3310,1291,10,0.82181,0.444815,10.5876,1.00428,9.88969
ygaZH,1063,1293,0,0.325963,0.086154,1.29188,0.0532555,47.3049
ygaZH,1063,1293,1,-0.0870002,0.140937,1.78234,0.0901846,44.8203
ygaZH,1063,1293,2,0.516222,0.23924,2.26243,0.156882,25.104
emrRAB,3385,1294,0,2.39687,0.248059,4.57224,0.280223,27.3844
emrRAB,3385,1294,1,3.14041,0.223301,4.26482,0.267508,27.8369
emrRAB,3385,1294,2,2.62535,0.284174,3.9491,0.294878,35.9888
emrRAB,3385,1294,3,3.84482,0.365781,4.29458,0.528982,7.26109
emrRAB,3385,1294,4,-0.076381,0.399246,7.01123,0.555664,12.0523
emrRAB,3385,1294,5,3.60441,0.336524,4.0289,0.428506,10.2113
emrRAB,3385,1294,6,-0.309205,0.471427,6.95992,0.628188,13.0183
emrRAB,3385,1294,7,1.41559,0.444255,5.84475,0.591537,9.58633
emrRAB,3385,1294,8,-0.182635,0.482872,7.2616,0.680261,39.1395
emrRAB,3385,1294,9,0.441068,0.715083,8.94195,1.30123,24.8534
emrRAB,3385,1294,10,3.52035,0.478091,4.61327,0.672204,7.65416
luxS,516,1295,0,9.70947,0.478091,13.994,0.672204,7.65416
gshA,1557,1297,0,0.879858,0.125797,3.24326,0.10267,8.78174
gshA,1557,1297,1,1.40171,0.161566,3.64377,0.147658,27.3341
gshA,1557,1297,2,1.41743,0.15107,3.64072,0.135899,16.6865
gshA,1557,1297,3,1.20532,0.130435,3.31154,0.105653,12.3701
gshA,1557,1297,4,1.7008,0.135279,3.34449,0.112811,12.7591
yqaBA,992,1298,0,0.808959,0.138138,1.9447,0.0892738,34.1954
yqaBA,992,1298,1,0.448369,0.156684,2.16526,0.104418,18.5259
yqaBA,992,1298,2,0.809808,0.252691,3.36427,0.214571,21.5225
alaS,2631,1300,0,1.05442,0.0574948,2.58779,0.0378033,158.253
alaS,2631,1300,1,1.6554,0.0687276,2.50942,0.0450244,154.513
alaS,2631,1300,2,1.58892,0.089898,2.71275,0.0620911,81.6693
alaS,2631,1300,3,1.57309,0.0826383,2.85556,0.0589319,70.0273
alaS,2631,1300,4,1.74661,0.0567955,2.45496,0.0375245,184.545
alaS,2631,1300,5,1.57184,0.0769084,2.83346,0.0545003,153.286
alaS,2631,1300,6,2.73716,0.0621076,2.29969,0.0433554,56.0502
alaS,2631,1300,7,2.72433,0.0893269,3.09171,0.0768831,64.3151
ygaD,498,1301,0,0.569356,0.251082,2.9049,0.181011,10.5019
mltB,1086,1302,0,0.380035,0.282462,2.85096,0.210936,14.7857
mltB,1086,1302,1,0.210685,0.276339,2.65403,0.194317,20.4239
mltB,1086,1302,2,-0.171095,0.324537,3.12188,0.245812,13.3046
ftsB,312,1314,0,0.436529,0.0879425,1.77251,0.055582,61.111
ygbE,324,1315,0,0.313971,0.157974,1.46204,0.101022,26.1955
queD,366,1318,0,0.30481,0.137156,2.90316,0.0987901,12.024
ygcF,672,1323,0,-1.42361,0.430448,3.16108,0.265061,31.9725
ygcF,672,1323,1,0.191136,0.266824,3.05708,0.195309,3.67975
relA-mazEF,2896,1325,0,0.822326,0.0810043,1.63265,0.0498575,25.0214
relA-mazEF,2896,1325,1,1.037,0.172232,1.82803,0.0971771,5.52737
relA-mazEF,2896,1325,2,1.24738,0.131935,1.4396,0.0739909,14.2052
relA-mazEF,2896,1325,3,0.739966,0.13654,1.84172,0.0835805,17.1292
relA-mazEF,2896,1325,4,1.43456,0.173609,1.83762,0.107223,12.677
relA-mazEF,2896,1325,5,1.20626,0.170079,1.85887,0.102007,20.9477
relA-mazEF,2896,1325,6,1.78668,0.212616,1.91937,0.127883,4.59942
relA-mazEF,2896,1325,7,1.68466,0.169087,1.93476,0.0990582,11.7524
relA-mazEF,2896,1325,8,2.87529,0.224711,2.12214,0.155717,12.2756
csrB,369,1328,0,1.69496,0.183079,3.8419,0.169706,50.7535
syd,546,1329,0,1.55846,0.213212,1.95941,0.122674,5.89204
queF,849,1330,0,1.51961,0.213678,2.67606,0.14665,6.61936
queF,849,1330,1,1.79539,0.194611,2.54409,0.134655,37.1317
ygdH,1365,1331,0,-0.581103,0.342744,7.27408,0.463266,10.3364
ygdH,1365,1331,1,-0.870599,0.71357,10.9417,1.37425,18.2598
ygdH,1365,1331,2,-1.3141,0.609456,9.66683,0.964781,7.68659
ygdH,1365,1331,3,-1.14055,0.873087,11.5596,1.68037,6.24643
sdaCB,2715,1332,0,0.230643,0.0767539,2.59704,0.0527878,100.559
sdaCB,2715,1332,1,0.9258,0.0680479,2.3911,0.0478596,40.2322
sdaCB,2715,1332,2,0.927611,0.0631847,2.56319,0.0457252,30.6938
sdaCB,2715,1332,3,0.944723,0.0488274,2.33846,0.0342248,110.087
sdaCB,2715,1332,4,1.39166,0.0967123,2.60362,0.0700776,47.2004
sdaCB,2715,1332,5,1.69345,0.118699,2.41694,0.0784106,15.0698
sdaCB,2715,1332,6,1.92198,0.079431,2.06965,0.0506499,13.3436
sdaCB,2715,1332,7,1.79324,0.131664,2.50393,0.0904523,11.9822
sdaCB,2715,1332,8,1.8782,0.15196,2.80312,0.115985,22.5978
ygdG,846,1333,0,1.6735,0.150498,1.27685,0.0813982,22.5505
ygdG,846,1333,1,0.545879,0.263443,2.05956,0.165669,21.3268
gcvA,918,1335,0,0.256092,0.186329,1.27558,0.118509,38.4488
gcvA,918,1335,1,0.397968,0.137467,1.13396,0.0868309,47.623
gcvA,918,1335,2,0.124228,0.170628,1.59787,0.101823,43.9174
csdAE,1649,1338,0,-0.304268,0.192404,2.18965,0.124647,47.6979
csdAE,1649,1338,1,-0.0257472,0.163575,1.9102,0.108208,70.279
csdAE,1649,1338,2,0.242557,0.154257,1.82273,0.0971912,48.5469
csdAE,1649,1338,3,0.682269,0.160892,1.64479,0.103856,88.2586
csdAE,1649,1338,4,0.716985,0.175662,2.13651,0.11628,32.6286
csdL,807,1339,0,0.0851169,0.137992,2.82461,0.0946354,18.9815
csdL,807,1339,1,1.09807,0.281754,3.21924,0.219393,9.21316
mltA,1098,1340,0,0.390123,0.0957118,2.40775,0.0639171,22.5095
mltA,1098,1340,1,0.631501,0.160638,2.68039,0.112825,9.11573
mltA,1098,1340,2,0.765613,0.127687,2.41112,0.0864572,19.1825
amiC,1254,1342,0,0.672443,0.111474,1.08248,0.0722066,125.968
amiC,1254,1342,1,0.633782,0.0994154,1.02499,0.0631687,120.559
amiC,1254,1342,2,0.384864,0.0902988,1.23429,0.0570576,163.364
amiC,1254,1342,3,0.744094,0.132402,1.46365,0.086682,121.977
argA,1332,1343,0,0.0510009,0.15842,1.65372,0.0965174,104.356
argA,1332,1343,1,-0.389327,0.206767,1.98517,0.133767,137.357
argA,1332,1343,2,0.0142663,0.205128,1.84825,0.129459,179.975
argA,1332,1343,3,-0.165758,0.253649,2.46259,0.182501,111.624
rppH-ptsP,2790,1344,0,0.949937,0.0581059,1.01152,0.0377718,61.8144
rppH-ptsP,2790,1344,1,1.09646,0.0778475,0.944876,0.044038,69.6363
rppH-ptsP,2790,1344,2,0.917038,0.0801004,1.16555,0.0520051,51.1195
rppH-ptsP,2790,1344,3,1.36334,0.153569,1.25879,0.0889364,36.3808
rppH-ptsP,2790,1344,4,0.938959,0.0872136,1.13461,0.0542565,53.0809
rppH-ptsP,2790,1344,5,1.65952,0.134427,0.969484,0.0722532,30.0917
rppH-ptsP,2790,1344,6,1.57334,0.169483,1.18581,0.0912357,34.8791
rppH-ptsP,2790,1344,7,1.40384,0.10484,1.12674,0.0613073,41.1282
rppH-ptsP,2790,1344,8,0.420311,0.130154,1.70434,0.0777429,50.2242
ygdQ,714,1346,0,-0.148555,0.148102,1.21133,0.091933,52.1559
ygdQ,714,1346,1,0.498161,0.181257,1.42473,0.117896,33.0024
tas,1041,1348,0,-0.0318285,0.331122,7.44135,0.505586,36.908
tas,1041,1348,1,1.83152,0.639118,9.10243,1.34648,4.3965
tas,1041,1348,2,0.209601,0.466533,8.61043,0.804852,8.32402
galR,1032,1351,0,0.724989,0.10639,1.34647,0.0644271,19.7474
galR,1032,1351,1,0.410946,0.162425,1.83707,0.101373,18.0295
galR,1032,1351,2,0.308909,0.116839,1.65264,0.0711147,36.5594
lysA,1263,1352,0,-0.35034,0.381419,2.25963,0.244171,11.4623
lysA,1263,1352,1,0.111873,0.247187,1.68733,0.144883,22.4406
lysA,1263,1352,2,-0.131878,0.23731,1.97208,0.147823,16.5562
lysA,1263,1352,3,0.842451,0.191442,1.33806,0.122529,21.5491
yqeF,1182,1356,0,0.197511,0.106125,1.0303,0.0628037,50.2671
yqeF,1182,1356,1,0.719536,0.190664,1.15896,0.127895,51.4254
yqeF,1182,1356,2,0.164039,0.252947,1.60264,0.157468,30.739
yqeG,1230,1357,0,1.45194,0.167023,1.86937,0.102909,12.8157
yqeG,1230,1357,1,2.19609,0.301871,1.74485,0.159416,9.60636
yqeG,1230,1357,2,2.75713,0.212557,1.53584,0.124858,34.5782
yqeG,1230,1357,3,0.610849,0.222783,3.04949,0.168407,12.6208
ygeR,756,1371,0,0.299017,0.134263,1.27421,0.0842289,33.72
ygeR,756,1371,1,0.343408,0.1416,1.23764,0.0893089,43.9284
idi,549,1386,0,0.887361,0.214795,1.325,0.141557,16.277
xerD,897,1387,0,0.395559,0.164994,2.08928,0.107619,18.0462
xerD,897,1387,1,0.453897,0.133248,2.07153,0.0854821,13.7216
fldB,522,1388,0,0.772256,0.127096,2.34208,0.0837638,14.3305
ygfYX,655,1389,0,0.784474,0.102385,2.25078,0.0672072,29.5757
ygfYX,655,1389,1,0.495018,0.116333,1.77589,0.0753587,51.2371
ygfZ,981,1390,0,1.39258,0.165008,2.76418,0.122565,29.3523
ygfZ,981,1390,1,0.791808,0.121089,2.73367,0.0869226,12.9406
ygfZ,981,1390,2,0.829004,0.104179,2.56454,0.0724386,33.6602
yqfA,660,1391,0,-0.0783168,0.2599,2.38882,0.17997,36.1532
yqfA,660,1391,1,-0.62784,0.328443,2.06223,0.199911,34.8179
yqfB,312,1392,0,0.972475,0.156051,2.13979,0.107978,31.0922
bglA,1440,1393,0,-0.379234,0.295333,4.11374,0.256908,12.7563
bglA,1440,1393,1,1.1821,0.276952,3.33269,0.221305,6.81643
bglA,1440,1393,2,0.91739,0.392672,5.06956,0.45751,7.46309
bglA,1440,1393,3,1.92039,0.236065,3.18082,0.195405,18.0756
ygfB-pepP-ubiH-visC,4330,1395,0,1.0583,0.0977057,1.71767,0.0541034,22.9772
ygfB-pepP-ubiH-visC,4330,1395,1,0.933346,0.060277,1.83616,0.0369739,34.8944
ygfB-pepP-ubiH-visC,4330,1395,2,0.898861,0.1115,2.87241,0.0852061,7.08707
ygfB-pepP-ubiH-visC,4330,1395,3,0.645628,0.124612,2.7609,0.0889019,29.637
ygfB-pepP-ubiH-visC,4330,1395,4,0.393578,0.148814,3.21767,0.118761,30.84
ygfB-pepP-ubiH-visC,4330,1395,5,1.16809,0.172518,2.6993,0.120767,22.5248
ygfB-pepP-ubiH-visC,4330,1395,6,0.690101,0.139718,2.61589,0.0970226,18.3459
ygfB-pepP-ubiH-visC,4330,1395,7,0.60512,0.182706,2.76217,0.128569,14.2344
ygfB-pepP-ubiH-visC,4330,1395,8,2.21163,0.360906,2.56771,0.245281,7.36262
ygfB-pepP-ubiH-visC,4330,1395,9,1.42943,0.227915,2.94122,0.178402,22.0046
ygfB-pepP-ubiH-visC,4330,1395,10,1.2747,0.170243,2.63506,0.118398,27.8695
ygfB-pepP-ubiH-visC,4330,1395,11,1.43691,0.254605,3.47071,0.211852,38.7996
ygfB-pepP-ubiH-visC,4330,1395,12,3.13029,0.304476,2.62933,0.243626,12.6254
ygfB-pepP-ubiH-visC,4330,1395,13,3.48392,0.343736,2.80188,0.309095,26.5047
zapA,330,1396,0,-0.633907,0.090355,2.72254,0.0584332,111.57
serA,1233,1398,0,0.0119457,0.157456,2.26583,0.0970495,15.3643
serA,1233,1398,1,-0.615631,0.232556,2.70772,0.152554,34.0131
serA,1233,1398,2,-0.521041,0.179094,2.69857,0.119001,48.1521
serA,1233,1398,3,-0.0541244,0.196108,3.03519,0.150342,45.0404
rpiA,660,1399,0,0.47656,0.286996,6.97863,0.423556,21.3534
rpiA,660,1399,1,0.77143,0.413405,7.70141,0.67777,17.4663
argP,894,1401,0,0.365447,0.102295,1.25333,0.0647598,57.121
argP,894,1401,1,0.709227,0.176526,1.1457,0.111359,29.2695
yggE,741,1402,0,1.15938,0.386715,4.10543,0.365799,12.2019
yggE,741,1402,1,0.69549,0.383202,4.53713,0.391033,8.69925
argO,636,1403,0,0.445013,0.419415,3.31877,0.344459,12.9924
argO,636,1403,1,0.427377,0.489466,3.6899,0.42723,5.76918
mscS,861,1404,0,-2.98155,0.901978,12.8472,1.50918,44.6916
mscS,861,1404,1,-9.55132,4.60489,29.3476,9.57208,26.143
tktA,1992,1405,0,0.106701,0.182686,6.58547,0.240877,37.1655
tktA,1992,1405,1,0.446214,0.166616,6.23385,0.22145,30.142
tktA,1992,1405,2,1.40181,0.135477,5.38336,0.168272,34.4255
tktA,1992,1405,3,1.38779,0.187458,5.91712,0.253101,23.5506
tktA,1992,1405,4,0.094472,0.213827,7.46752,0.316733,50.0147
tktA,1992,1405,5,0.0594271,0.173491,6.98833,0.240678,54.234
yggG,759,1406,0,-4.10451,2.05102,13.3436,3.09843,26.9744
yggG,759,1406,1,-0.170085,0.383047,5.75268,0.452299,21.2199
metK,1155,1408,0,0.646515,0.0673203,2.7393,0.0474953,5.26115
metK,1155,1408,1,0.52149,0.0782017,2.81722,0.0548614,72.6022
metK,1155,1408,2,0.662487,0.0697859,2.6261,0.04825,14.7635
galP,1395,1409,0,-0.0657401,0.19832,3.36751,0.157551,18.5515
galP,1395,1409,1,0.406674,0.251663,3.37076,0.204359,5.39629
galP,1395,1409,2,1.32772,0.213647,2.67907,0.154911,7.80716
galP,1395,1409,3,1.28975,0.318461,3.70451,0.285984,10.1314
endA,708,1411,0,-0.59353,0.58264,6.04078,0.668626,6.76854
endA,708,1411,1,0.185748,0.73667,6.39423,0.970694,6.12956
rsmE-gshB,1695,1412,0,0.232643,0.253203,3.13293,0.19559,24.0157
rsmE-gshB,1695,1412,1,-0.391674,0.201054,4.27222,0.181397,53.3121
rsmE-gshB,1695,1412,2,-0.143531,0.196435,5.12498,0.211204,15.7361
rsmE-gshB,1695,1412,3,1.36825,0.17093,3.85462,0.16172,24.466
rsmE-gshB,1695,1412,4,0.244052,0.21665,4.81073,0.22478,25.7559
yqgEF,980,1413,0,1.48527,0.0922927,2.10079,0.0592298,23.3324
yqgEF,980,1413,1,0.714901,0.137557,2.69089,0.097673,9.61032
yqgEF,980,1413,2,1.34264,0.184222,2.64836,0.129403,13.0807
yggN,720,1417,0,-0.0240887,0.388269,5.67566,0.467789,15.4325
yggN,720,1417,1,1.49368,0.236891,3.99758,0.23282,10.1073
gss,1860,1430,0,-1.25216,0.707724,7.42081,0.883784,11.521
gss,1860,1430,1,-0.546875,0.795591,9.30462,1.35778,11.7734
gss,1860,1430,2,-0.425822,0.671787,9.13219,1.14752,13.9789
gss,1860,1430,3,-1.96223,1.35118,12.8662,2.57876,10.9868
gss,1860,1430,4,-0.486587,0.522205,6.94358,0.690791,10.4422
gss,1860,1430,5,-0.815404,0.714477,7.8207,0.982353,14.3895
hybOABCDEFG,6546,1432,0,1.32152,0.133054,2.04594,0.0842086,31.8328
hybOABCDEFG,6546,1432,1,0.872543,0.119654,2.10685,0.0784146,19.131
hybOABCDEFG,6546,1432,2,1.74284,0.206331,2.22114,0.134798,29.2114
hybOABCDEFG,6546,1432,3,1.19197,0.109894,1.79765,0.0633291,11.481
hybOABCDEFG,6546,1432,4,0.853935,0.11997,2.23819,0.0793263,18.9646
hybOABCDEFG,6546,1432,5,1.96487,0.172014,2.17722,0.113412,9.04683
hybOABCDEFG,6546,1432,6,1.56734,0.184762,2.3516,0.117801,9.32686
hybOABCDEFG,6546,1432,7,1.6414,0.179638,2.06515,0.106651,27.7506
hybOABCDEFG,6546,1432,8,0.69507,0.146158,2.5592,0.098715,35.2903
hybOABCDEFG,6546,1432,9,2.82339,0.175484,1.76942,0.108766,8.82346
hybOABCDEFG,6546,1432,10,2.66934,0.169444,1.94602,0.105515,11.6074
hybOABCDEFG,6546,1432,11,2.73302,0.170735,2.26245,0.118011,19.4104
hybOABCDEFG,6546,1432,12,2.77412,0.202081,2.52219,0.147863,31.9173
hybOABCDEFG,6546,1432,13,3.7645,0.11112,1.74586,0.077267,36.8412
hybOABCDEFG,6546,1432,14,3.32289,0.142502,1.88079,0.0922509,63.8273
hybOABCDEFG,6546,1432,15,4.3621,0.15689,1.66149,0.104844,20.4989
hybOABCDEFG,6546,1432,16,3.01497,0.129557,2.18263,0.086041,219.213
hybOABCDEFG,6546,1432,17,4.59618,0.184843,2.06659,0.155458,17.5681
hybOABCDEFG,6546,1432,18,4.47007,0.199695,2.18839,0.171009,32.9278
hybOABCDEFG,6546,1432,19,5.39155,0.217424,1.77483,0.177542,39.4405
hybOABCDEFG,6546,1432,20,5.5773,0.257077,1.49819,0.202013,23.0838
yqhA,495,1436,0,0.13615,0.208124,4.29851,0.19101,21.6524
metC,1188,1438,0,0.249586,0.462806,3.56804,0.389264,11.8448
metC,1188,1438,1,-0.0154232,0.377935,3.64558,0.321295,11.1357
metC,1188,1438,2,-0.0753135,0.473478,4.4201,0.452305,6.86595
yghB,660,1439,0,-0.236263,0.314002,2.46276,0.2141,26.2611
yghB,660,1439,1,0.152855,0.260108,1.76528,0.163612,31.4202
ygiQ,2220,1443,0,1.23676,0.125281,2.67322,0.0860789,37.7379
ygiQ,2220,1443,1,0.832354,0.103933,2.83778,0.0759834,50.4555
ygiQ,2220,1443,2,0.502428,0.169492,2.72513,0.113973,39.8481
ygiQ,2220,1443,3,1.53739,0.186635,2.96705,0.13529,45.7135
ygiQ,2220,1443,4,3.2417,0.201417,2.01617,0.132829,22.5128
ygiQ,2220,1443,5,2.34244,0.161894,2.44008,0.106417,87.7905
ygiQ,2220,1443,6,2.73952,0.248915,3.0441,0.208075,28.6087
ftsP,1413,1444,0,1.09948,0.131665,1.96689,0.0754389,38.3662
ftsP,1413,1444,1,1.39781,0.14202,1.97705,0.0866532,12.4116
ftsP,1413,1444,2,1.23472,0.12874,2.029,0.0759651,56.5521
ftsP,1413,1444,3,1.34193,0.137875,2.10734,0.0829278,45.8803
plsC,738,1445,0,1.07388,0.22006,1.93346,0.127567,4.98813
plsC,738,1445,1,0.866956,0.166808,1.94752,0.108351,41.2875
parC,2259,1446,0,1.18336,0.134215,1.15981,0.0767105,40.2587
parC,2259,1446,1,0.928439,0.0983829,1.39702,0.064112,63.835
parC,2259,1446,2,0.403452,0.0921325,1.61723,0.0559435,47.2801
parC,2259,1446,3,0.942246,0.0752018,1.11962,0.0445493,107.255
parC,2259,1446,4,1.67317,0.109873,1.46063,0.0599414,36.573
parC,2259,1446,5,0.63273,0.119865,1.87795,0.0718221,44.724
parC,2259,1446,6,1.49624,0.145637,1.70323,0.0890626,37.2842
ygiV,483,1448,0,-0.0228915,0.254944,2.68889,0.179473,14.6763
ygiW,393,1449,0,0.240256,0.188625,4.2484,0.175741,19.9254
mdaB,582,1452,0,0.83932,0.286134,3.27878,0.235042,8.0998
ygiN,315,1453,0,0.987734,0.188756,4.21557,0.191393,7.15278
